"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"SM.POP.NETM","CHL","Chile","YR1972","1972","-51769",""
"SM.POP.NETM","CHL","Chile","YR1967","1967","-42595",""
"SM.POP.NETM","CHL","Chile","YR1962","1962","-33751",""
"SM.POP.NETM","CHN","China","YR2012","2012","-1800000",""
"SM.POP.NETM","CHN","China","YR2007","2007","-2202103",""
"SM.POP.NETM","CHN","China","YR2002","2002","-2144051",""
"SM.POP.NETM","CHN","China","YR1997","1997","-507000",""
"SM.POP.NETM","CHN","China","YR1992","1992","-823657",""
"SM.POP.NETM","CHN","China","YR1987","1987","-154256",""
"SM.POP.NETM","CHN","China","YR1982","1982","-258072",""
"SM.POP.NETM","CHN","China","YR1977","1977","-428313",""
"SM.POP.NETM","CHN","China","YR1972","1972","-1113125",""
"SM.POP.NETM","CHN","China","YR1967","1967","-12737",""
"SM.POP.NETM","CHN","China","YR1962","1962","-1058832",""
"SM.POP.NETM","COL","Colombia","YR2012","2012","-144998",""
"SM.POP.NETM","COL","Colombia","YR2007","2007","-143000",""
"SM.POP.NETM","COL","Colombia","YR2002","2002","-159003",""
"SM.POP.NETM","COL","Colombia","YR1997","1997","-190000",""
"SM.POP.NETM","COL","Colombia","YR1992","1992","-223998",""
"SM.POP.NETM","COL","Colombia","YR1987","1987","-254001",""
"SM.POP.NETM","COL","Colombia","YR1982","1982","-273997",""
"SM.POP.NETM","COL","Colombia","YR1977","1977","-286998",""
"SM.POP.NETM","COL","Colombia","YR1972","1972","-289998",""
"SM.POP.NETM","COL","Colombia","YR1967","1967","-281000",""
"SM.POP.NETM","COL","Colombia","YR1962","1962","-253998",""
"SM.POP.NETM","COM","Comoros","YR2012","2012","-10000",""
"SM.POP.NETM","COM","Comoros","YR2007","2007","-10000",""
"SM.POP.NETM","COM","Comoros","YR2002","2002","-10000",""
"SM.POP.NETM","COM","Comoros","YR1997","1997","-6000",""
"SM.POP.NETM","COM","Comoros","YR1992","1992","-3000",""
"SM.POP.NETM","COM","Comoros","YR1987","1987","-4500",""
"SM.POP.NETM","COM","Comoros","YR1982","1982","-4500",""
"SM.POP.NETM","COM","Comoros","YR1977","1977","10000",""
"SM.POP.NETM","COM","Comoros","YR1972","1972","-5500",""
"SM.POP.NETM","COM","Comoros","YR1967","1967","-5500",""
"SM.POP.NETM","COM","Comoros","YR1962","1962","-8491",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR2012","2012","-95920",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR2007","2007","-43426",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR2002","2002","-241564",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1997","1997","-1006384",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1992","1992","1202404",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1987","1987","74515",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1982","1982","-446860",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1977","1977","100685",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1972","1972","27450",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1967","1967","241910",""
"SM.POP.NETM","ZAR","Congo, Dem. Rep.","YR1962","1962","122650",""
"SM.POP.NETM","COG","Congo, Rep.","YR2012","2012","-60000",""
"SM.POP.NETM","COG","Congo, Rep.","YR2007","2007","49872",""
"SM.POP.NETM","COG","Congo, Rep.","YR2002","2002","-13257",""
"SM.POP.NETM","COG","Congo, Rep.","YR1997","1997","35300",""
"SM.POP.NETM","COG","Congo, Rep.","YR1992","1992","15531",""
"SM.POP.NETM","COG","Congo, Rep.","YR1987","1987","1915",""
"SM.POP.NETM","COG","Congo, Rep.","YR1982","1982","2097",""
"SM.POP.NETM","COG","Congo, Rep.","YR1977","1977","-7408",""
"SM.POP.NETM","COG","Congo, Rep.","YR1972","1972","6945",""
"SM.POP.NETM","COG","Congo, Rep.","YR1967","1967","500",""
"SM.POP.NETM","COG","Congo, Rep.","YR1962","1962","0",""
"SM.POP.NETM","CRI","Costa Rica","YR2012","2012","19658",""
"SM.POP.NETM","CRI","Costa Rica","YR2007","2007","30339",""
"SM.POP.NETM","CRI","Costa Rica","YR2002","2002","41792",""
"SM.POP.NETM","CRI","Costa Rica","YR1997","1997","89527",""
"SM.POP.NETM","CRI","Costa Rica","YR1992","1992","69202",""
"SM.POP.NETM","CRI","Costa Rica","YR1987","1987","17417",""
"SM.POP.NETM","CRI","Costa Rica","YR1982","1982","18876",""
"SM.POP.NETM","CRI","Costa Rica","YR1977","1977","17425",""
"SM.POP.NETM","CRI","Costa Rica","YR1972","1972","12638",""
"SM.POP.NETM","CRI","Costa Rica","YR1967","1967","7827",""
"SM.POP.NETM","CRI","Costa Rica","YR1962","1962","7905",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR2012","2012","50000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR2007","2007","-220000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR2002","2002","-370000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1997","1997","180000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1992","1992","375000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1987","1987","325000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1982","1982","430000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1977","1977","420000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1972","1972","400000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1967","1967","300000",""
"SM.POP.NETM","CIV","Cote d'Ivoire","YR1962","1962","200000",""
"SM.POP.NETM","HRV","Croatia","YR2012","2012","-20000",""
"SM.POP.NETM","HRV","Croatia","YR2007","2007","-22532",""
"SM.POP.NETM","HRV","Croatia","YR2002","2002","-2580",""
"SM.POP.NETM","HRV","Croatia","YR1997","1997","-188129",""
"SM.POP.NETM","HRV","Croatia","YR1992","1992","-143579",""
"SM.POP.NETM","HRV","Croatia","YR1987","1987","26145",""
"SM.POP.NETM","HRV","Croatia","YR1982","1982","54369",""
"SM.POP.NETM","HRV","Croatia","YR1977","1977","18681",""
"SM.POP.NETM","HRV","Croatia","YR1972","1972","-18403",""
"SM.POP.NETM","HRV","Croatia","YR1967","1967","-1225",""
"SM.POP.NETM","HRV","Croatia","YR1962","1962","1854",""
"SM.POP.NETM","CUB","Cuba","YR2012","2012","-79999",""
"SM.POP.NETM","CUB","Cuba","YR2007","2007","-193998",""
"SM.POP.NETM","CUB","Cuba","YR2002","2002","-149998",""
"SM.POP.NETM","CUB","Cuba","YR1997","1997","-163997",""
"SM.POP.NETM","CUB","Cuba","YR1992","1992","-120006",""
"SM.POP.NETM","CUB","Cuba","YR1987","1987","-69999",""
"SM.POP.NETM","CUB","Cuba","YR1982","1982","-270000",""
"SM.POP.NETM","CUB","Cuba","YR1977","1977","-160000",""
"SM.POP.NETM","CUB","Cuba","YR1972","1972","-190000",""
"SM.POP.NETM","CUB","Cuba","YR1967","1967","-250000",""
"SM.POP.NETM","CUB","Cuba","YR1962","1962","-205000",""
"SM.POP.NETM","CYP","Cyprus","YR2012","2012","35000",""
"SM.POP.NETM","CYP","Cyprus","YR2007","2007","44166",""
"SM.POP.NETM","CYP","Cyprus","YR2002","2002","61830",""
"SM.POP.NETM","CYP","Cyprus","YR1997","1997","53260",""
"SM.POP.NETM","CYP","Cyprus","YR1992","1992","43195",""
"SM.POP.NETM","CYP","Cyprus","YR1987","1987","17167",""
"SM.POP.NETM","CYP","Cyprus","YR1982","1982","-27634",""
"SM.POP.NETM","CYP","Cyprus","YR1977","1977","-1215",""
"SM.POP.NETM","CYP","Cyprus","YR1972","1972","3053",""
"SM.POP.NETM","CYP","Cyprus","YR1967","1967","-7843",""
"SM.POP.NETM","CYP","Cyprus","YR1962","1962","-43025",""
"SM.POP.NETM","CZE","Czech Republic","YR2012","2012","29999",""
"SM.POP.NETM","CZE","Czech Republic","YR2007","2007","250889",""
"SM.POP.NETM","CZE","Czech Republic","YR2002","2002","47402",""
"SM.POP.NETM","CZE","Czech Republic","YR1997","1997","46002",""
"SM.POP.NETM","CZE","Czech Republic","YR1992","1992","29999",""
"SM.POP.NETM","CZE","Czech Republic","YR1987","1987","5671",""
"SM.POP.NETM","CZE","Czech Republic","YR1982","1982","-52946",""
"SM.POP.NETM","CZE","Czech Republic","YR1977","1977","9999",""
"SM.POP.NETM","CZE","Czech Republic","YR1972","1972","9999",""
"SM.POP.NETM","CZE","Czech Republic","YR1967","1967","-129099",""
"SM.POP.NETM","CZE","Czech Republic","YR1962","1962","24999",""
"SM.POP.NETM","DNK","Denmark","YR2012","2012","96839",""
"SM.POP.NETM","DNK","Denmark","YR2007","2007","87989",""
"SM.POP.NETM","DNK","Denmark","YR2002","2002","46306",""
"SM.POP.NETM","DNK","Denmark","YR1997","1997","74568",""
"SM.POP.NETM","DNK","Denmark","YR1992","1992","65466",""
"SM.POP.NETM","DNK","Denmark","YR1987","1987","32839",""
"SM.POP.NETM","DNK","Denmark","YR1982","1982","9319",""
"SM.POP.NETM","DNK","Denmark","YR1977","1977","14925",""
"SM.POP.NETM","DNK","Denmark","YR1972","1972","23256",""
"SM.POP.NETM","DNK","Denmark","YR1967","1967","21866",""
"SM.POP.NETM","DNK","Denmark","YR1962","1962","2256",""
"SM.POP.NETM","DJI","Djibouti","YR2012","2012","-15996",""
"SM.POP.NETM","DJI","Djibouti","YR2007","2007","-19965",""
"SM.POP.NETM","DJI","Djibouti","YR2002","2002","-18151",""
"SM.POP.NETM","DJI","Djibouti","YR1997","1997","-16501",""
"SM.POP.NETM","DJI","Djibouti","YR1992","1992","-15000",""
"SM.POP.NETM","DJI","Djibouti","YR1987","1987","89998",""
"SM.POP.NETM","DJI","Djibouti","YR1982","1982","9999",""
"SM.POP.NETM","DJI","Djibouti","YR1977","1977","91193",""
"SM.POP.NETM","DJI","Djibouti","YR1972","1972","34997",""
"SM.POP.NETM","DJI","Djibouti","YR1967","1967","25000",""
"SM.POP.NETM","DJI","Djibouti","YR1962","1962","18000",""
"SM.POP.NETM","DOM","Dominican Republic","YR2012","2012","-153010",""
"SM.POP.NETM","DOM","Dominican Republic","YR2007","2007","-153773",""
"SM.POP.NETM","DOM","Dominican Republic","YR2002","2002","-152553",""
"SM.POP.NETM","DOM","Dominican Republic","YR1997","1997","-150146",""
"SM.POP.NETM","DOM","Dominican Republic","YR1992","1992","-144154",""
"SM.POP.NETM","DOM","Dominican Republic","YR1987","1987","-134470",""
"SM.POP.NETM","DOM","Dominican Republic","YR1982","1982","-118102",""
"SM.POP.NETM","DOM","Dominican Republic","YR1977","1977","-87098",""
"SM.POP.NETM","DOM","Dominican Republic","YR1972","1972","-70824",""
"SM.POP.NETM","DOM","Dominican Republic","YR1967","1967","-56172",""
"SM.POP.NETM","DOM","Dominican Republic","YR1962","1962","-43490",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR2012","2012","-1457489",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR2007","2007","-5719538",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR2002","2002","-2992651",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1997","1997","-385097",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1992","1992","-2395809",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1987","1987","392043",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1982","1982","713290",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1977","1977","-1454415",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1972","1972","-808879",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1967","1967","628975",""
"SM.POP.NETM","EAS","East Asia & Pacific (all income levels)","YR1962","1962","-479477",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR2012","2012","-3728059",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR2007","2007","-8308340",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR2002","2002","-4975250",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1997","1997","-1362174",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1992","1992","-3110397",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1987","1987","-390019",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1982","1982","-525665",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1977","1977","-1912183",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1972","1972","-1239154",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1967","1967","-582028",""
"SM.POP.NETM","EAP","East Asia & Pacific (developing only)","YR1962","1962","-1086544",""
"SM.POP.NETM","ECU","Ecuador","YR2012","2012","-38001",""
"SM.POP.NETM","ECU","Ecuador","YR2007","2007","-44999",""
"SM.POP.NETM","ECU","Ecuador","YR2002","2002","-120002",""
"SM.POP.NETM","ECU","Ecuador","YR1997","1997","-69999",""
"SM.POP.NETM","ECU","Ecuador","YR1992","1992","-19000",""
"SM.POP.NETM","ECU","Ecuador","YR1987","1987","-16998",""
"SM.POP.NETM","ECU","Ecuador","YR1982","1982","-14001",""
"SM.POP.NETM","ECU","Ecuador","YR1977","1977","-7198",""
"SM.POP.NETM","ECU","Ecuador","YR1972","1972","-5499",""
"SM.POP.NETM","ECU","Ecuador","YR1967","1967","-5500",""
"SM.POP.NETM","ECU","Ecuador","YR1962","1962","-9002",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR2012","2012","-215681",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR2007","2007","-279228",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR2002","2002","-67708",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1997","1997","-204143",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1992","1992","-452508",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1987","1987","-205428",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1982","1982","-389781",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1977","1977","-563569",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1972","1972","-546796",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1967","1967","-239700",""
"SM.POP.NETM","EGY","Egypt, Arab Rep.","YR1962","1962","-50100",""
"SM.POP.NETM","SLV","El Salvador","YR2012","2012","-240415",""
"SM.POP.NETM","SLV","El Salvador","YR2007","2007","-285671",""
"SM.POP.NETM","SLV","El Salvador","YR2002","2002","-312786",""
"SM.POP.NETM","SLV","El Salvador","YR1997","1997","-326853",""
"SM.POP.NETM","SLV","El Salvador","YR1992","1992","-265152",""
"SM.POP.NETM","SLV","El Salvador","YR1987","1987","-256685",""
"SM.POP.NETM","SLV","El Salvador","YR1982","1982","-231749",""
"SM.POP.NETM","SLV","El Salvador","YR1977","1977","-164230",""
"SM.POP.NETM","SLV","El Salvador","YR1972","1972","-90977",""
"SM.POP.NETM","SLV","El Salvador","YR1967","1967","-44306",""
"SM.POP.NETM","SLV","El Salvador","YR1962","1962","-24031",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR2012","2012","20000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR2007","2007","20000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR2002","2002","25000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1997","1997","20000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1992","1992","15000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1987","1987","15000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1982","1982","65000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1977","1977","-30000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1972","1972","-70000",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1967","1967","0",""
"SM.POP.NETM","GNQ","Equatorial Guinea","YR1962","1962","0",""
"SM.POP.NETM","ERI","Eritrea","YR2012","2012","-160001",""
"SM.POP.NETM","ERI","Eritrea","YR2007","2007","-160001",""
"SM.POP.NETM","ERI","Eritrea","YR2002","2002","110001",""
"SM.POP.NETM","ERI","Eritrea","YR1997","1997","-70000",""
"SM.POP.NETM","ERI","Eritrea","YR1992","1992","-400002",""
"SM.POP.NETM","ERI","Eritrea","YR1987","1987","-40000",""
"SM.POP.NETM","ERI","Eritrea","YR1982","1982","10000",""
"SM.POP.NETM","ERI","Eritrea","YR1977","1977","10000",""
"SM.POP.NETM","ERI","Eritrea","YR1972","1972","10000",""
"SM.POP.NETM","ERI","Eritrea","YR1967","1967","4999",""
"SM.POP.NETM","ERI","Eritrea","YR1962","1962","6997",""
"SM.POP.NETM","EST","Estonia","YR2012","2012","-11850",""
"SM.POP.NETM","EST","Estonia","YR2007","2007","-15151",""
"SM.POP.NETM","EST","Estonia","YR2002","2002","-18406",""
"SM.POP.NETM","EST","Estonia","YR1997","1997","-1197",""
"SM.POP.NETM","EST","Estonia","YR1992","1992","-111876",""
"SM.POP.NETM","EST","Estonia","YR1987","1987","15497",""
"SM.POP.NETM","EST","Estonia","YR1982","1982","25900",""
"SM.POP.NETM","EST","Estonia","YR1977","1977","30510",""
"SM.POP.NETM","EST","Estonia","YR1972","1972","30581",""
"SM.POP.NETM","EST","Estonia","YR1967","1967","41204",""
"SM.POP.NETM","EST","Estonia","YR1962","1962","43228",""
"SM.POP.NETM","ETH","Ethiopia","YR2012","2012","-60001",""
"SM.POP.NETM","ETH","Ethiopia","YR2007","2007","-50132",""
"SM.POP.NETM","ETH","Ethiopia","YR2002","2002","-83182",""
"SM.POP.NETM","ETH","Ethiopia","YR1997","1997","-155577",""
"SM.POP.NETM","ETH","Ethiopia","YR1992","1992","1445274",""
"SM.POP.NETM","ETH","Ethiopia","YR1987","1987","780074",""
"SM.POP.NETM","ETH","Ethiopia","YR1982","1982","250001",""
"SM.POP.NETM","ETH","Ethiopia","YR1977","1977","-2024797",""
"SM.POP.NETM","ETH","Ethiopia","YR1972","1972","-59597",""
"SM.POP.NETM","ETH","Ethiopia","YR1967","1967","-42182",""
"SM.POP.NETM","ETH","Ethiopia","YR1962","1962","-19999",""
"SM.POP.NETM","EMU","Euro area","YR2012","2012","1575613",""
"SM.POP.NETM","EMU","Euro area","YR2007","2007","4638063",""
"SM.POP.NETM","EMU","Euro area","YR2002","2002","6201684",""
"SM.POP.NETM","EMU","Euro area","YR1997","1997","2840300",""
"SM.POP.NETM","EMU","Euro area","YR1992","1992","4907571",""
"SM.POP.NETM","EMU","Euro area","YR1987","1987","2441366",""
"SM.POP.NETM","EMU","Euro area","YR1982","1982","745736",""
"SM.POP.NETM","EMU","Euro area","YR1977","1977","1627705",""
"SM.POP.NETM","EMU","Euro area","YR1972","1972","2255999",""
"SM.POP.NETM","EMU","Euro area","YR1967","1967","247447",""
"SM.POP.NETM","EMU","Euro area","YR1962","1962","974732",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR2012","2012","5547385",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR2007","2007","7418656",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR2002","2002","6969397",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1997","1997","480855",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1992","1992","1950916",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1987","1987","949003",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1982","1982","833519",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1977","1977","1429251",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1972","1972","2318325",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1967","1967","377468",""
"SM.POP.NETM","ECS","Europe & Central Asia (all income levels)","YR1962","1962","1533274",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR2012","2012","2121162",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR2007","2007","58963",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR2002","2002","-793952",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1997","1997","-2809431",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1992","1992","-3419220",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1987","1987","-1406767",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1982","1982","237484",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1977","1977","-202389",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1972","1972","31783",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1967","1967","224818",""
"SM.POP.NETM","ECA","Europe & Central Asia (developing only)","YR1962","1962","10238",""
"SM.POP.NETM","EUU","European Union","YR2012","2012","2324066",""
"SM.POP.NETM","EUU","European Union","YR2007","2007","5884417",""
"SM.POP.NETM","EUU","European Union","YR2002","2002","6933624",""
"SM.POP.NETM","EUU","European Union","YR1997","1997","2448237",""
"SM.POP.NETM","EUU","European Union","YR1992","1992","4201189",""
"SM.POP.NETM","EUU","European Union","YR1987","1987","1796483",""
"SM.POP.NETM","EUU","European Union","YR1982","1982","265084",""
"SM.POP.NETM","EUU","European Union","YR1977","1977","1548770",""
"SM.POP.NETM","EUU","European Union","YR1972","1972","2173816",""
"SM.POP.NETM","EUU","European Union","YR1967","1967","23657",""
"SM.POP.NETM","EUU","European Union","YR1962","1962","1217105",""
"SM.POP.NETM","FJI","Fiji","YR2012","2012","-28720",""
"SM.POP.NETM","FJI","Fiji","YR2007","2007","-28754",""
"SM.POP.NETM","FJI","Fiji","YR2002","2002","-61797",""
"SM.POP.NETM","FJI","Fiji","YR1997","1997","-42260",""
"SM.POP.NETM","FJI","Fiji","YR1992","1992","-35796",""
"SM.POP.NETM","FJI","Fiji","YR1987","1987","-66875",""
"SM.POP.NETM","FJI","Fiji","YR1982","1982","-11628",""
"SM.POP.NETM","FJI","Fiji","YR1977","1977","-20709",""
"SM.POP.NETM","FJI","Fiji","YR1972","1972","-12506",""
"SM.POP.NETM","FJI","Fiji","YR1967","1967","-9567",""
"SM.POP.NETM","FJI","Fiji","YR1962","1962","2451",""
"SM.POP.NETM","FIN","Finland","YR2012","2012","107409",""
"SM.POP.NETM","FIN","Finland","YR2007","2007","71143",""
"SM.POP.NETM","FIN","Finland","YR2002","2002","31935",""
"SM.POP.NETM","FIN","Finland","YR1997","1997","22154",""
"SM.POP.NETM","FIN","Finland","YR1992","1992","47223",""
"SM.POP.NETM","FIN","Finland","YR1987","1987","18268",""
"SM.POP.NETM","FIN","Finland","YR1982","1982","26181",""
"SM.POP.NETM","FIN","Finland","YR1977","1977","-29377",""
"SM.POP.NETM","FIN","Finland","YR1972","1972","28880",""
"SM.POP.NETM","FIN","Finland","YR1967","1967","-97937",""
"SM.POP.NETM","FIN","Finland","YR1962","1962","-64984",""
"SM.POP.NETM","FRA","France","YR2012","2012","331555",""
"SM.POP.NETM","FRA","France","YR2007","2007","480787",""
"SM.POP.NETM","FRA","France","YR2002","2002","739395",""
"SM.POP.NETM","FRA","France","YR1997","1997","188966",""
"SM.POP.NETM","FRA","France","YR1992","1992","303416",""
"SM.POP.NETM","FRA","France","YR1987","1987","481869",""
"SM.POP.NETM","FRA","France","YR1982","1982","268131",""
"SM.POP.NETM","FRA","France","YR1977","1977","146855",""
"SM.POP.NETM","FRA","France","YR1972","1972","805181",""
"SM.POP.NETM","FRA","France","YR1967","1967","416217",""
"SM.POP.NETM","FRA","France","YR1962","1962","1466682",""
"SM.POP.NETM","PYF","French Polynesia","YR2012","2012","-500",""
"SM.POP.NETM","PYF","French Polynesia","YR2007","2007","-3463",""
"SM.POP.NETM","PYF","French Polynesia","YR2002","2002","77",""
"SM.POP.NETM","PYF","French Polynesia","YR1997","1997","3483",""
"SM.POP.NETM","PYF","French Polynesia","YR1992","1992","-4324",""
"SM.POP.NETM","PYF","French Polynesia","YR1987","1987","241",""
"SM.POP.NETM","PYF","French Polynesia","YR1982","1982","3650",""
"SM.POP.NETM","PYF","French Polynesia","YR1977","1977","3844",""
"SM.POP.NETM","PYF","French Polynesia","YR1972","1972","4388",""
"SM.POP.NETM","PYF","French Polynesia","YR1967","1967","3344",""
"SM.POP.NETM","PYF","French Polynesia","YR1962","1962","3190",""
"SM.POP.NETM","GAB","Gabon","YR2012","2012","5000",""
"SM.POP.NETM","GAB","Gabon","YR2007","2007","9566",""
"SM.POP.NETM","GAB","Gabon","YR2002","2002","9566",""
"SM.POP.NETM","GAB","Gabon","YR1997","1997","9566",""
"SM.POP.NETM","GAB","Gabon","YR1992","1992","4999",""
"SM.POP.NETM","GAB","Gabon","YR1987","1987","4999",""
"SM.POP.NETM","GAB","Gabon","YR1982","1982","4999",""
"SM.POP.NETM","GAB","Gabon","YR1977","1977","4999",""
"SM.POP.NETM","GAB","Gabon","YR1972","1972","2999",""
"SM.POP.NETM","GAB","Gabon","YR1967","1967","16188",""
"SM.POP.NETM","GAB","Gabon","YR1962","1962","9410",""
"SM.POP.NETM","GMB","Gambia, The","YR2012","2012","-13476",""
"SM.POP.NETM","GMB","Gambia, The","YR2007","2007","-13742",""
"SM.POP.NETM","GMB","Gambia, The","YR2002","2002","-13742",""
"SM.POP.NETM","GMB","Gambia, The","YR1997","1997","-26418",""
"SM.POP.NETM","GMB","Gambia, The","YR1992","1992","-14801",""
"SM.POP.NETM","GMB","Gambia, The","YR1987","1987","48392",""
"SM.POP.NETM","GMB","Gambia, The","YR1982","1982","19475",""
"SM.POP.NETM","GMB","Gambia, The","YR1977","1977","-3380",""
"SM.POP.NETM","GMB","Gambia, The","YR1972","1972","9392",""
"SM.POP.NETM","GMB","Gambia, The","YR1967","1967","118",""
"SM.POP.NETM","GMB","Gambia, The","YR1962","1962","-3232",""
"SM.POP.NETM","GEO","Georgia","YR2012","2012","-296323",""
"SM.POP.NETM","GEO","Georgia","YR2007","2007","-289534",""
"SM.POP.NETM","GEO","Georgia","YR2002","2002","-309021",""
"SM.POP.NETM","GEO","Georgia","YR1997","1997","-390036",""
"SM.POP.NETM","GEO","Georgia","YR1992","1992","-544069",""
"SM.POP.NETM","GEO","Georgia","YR1987","1987","-61577",""
"SM.POP.NETM","GEO","Georgia","YR1982","1982","-18616",""
"SM.POP.NETM","GEO","Georgia","YR1977","1977","-78920",""
"SM.POP.NETM","GEO","Georgia","YR1972","1972","-32156",""
"SM.POP.NETM","GEO","Georgia","YR1967","1967","24146",""
"SM.POP.NETM","GEO","Georgia","YR1962","1962","51113",""
"SM.POP.NETM","DEU","Germany","YR2012","2012","1249998",""
"SM.POP.NETM","DEU","Germany","YR2007","2007","31640",""
"SM.POP.NETM","DEU","Germany","YR2002","2002","1217",""
"SM.POP.NETM","DEU","Germany","YR1997","1997","744288",""
"SM.POP.NETM","DEU","Germany","YR1992","1992","3232654",""
"SM.POP.NETM","DEU","Germany","YR1987","1987","1710683",""
"SM.POP.NETM","DEU","Germany","YR1982","1982","23",""
"SM.POP.NETM","DEU","Germany","YR1977","1977","288662",""
"SM.POP.NETM","DEU","Germany","YR1972","1972","714153",""
"SM.POP.NETM","DEU","Germany","YR1967","1967","917575",""
"SM.POP.NETM","DEU","Germany","YR1962","1962","666962",""
"SM.POP.NETM","GHA","Ghana","YR2012","2012","-49999",""
