"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"SM.POP.NETM","SWZ","Swaziland","YR1977","1977","-9472",""
"SM.POP.NETM","SWZ","Swaziland","YR1972","1972","-7872",""
"SM.POP.NETM","SWZ","Swaziland","YR1967","1967","-9472",""
"SM.POP.NETM","SWZ","Swaziland","YR1962","1962","-9908",""
"SM.POP.NETM","SWE","Sweden","YR2012","2012","272626",""
"SM.POP.NETM","SWE","Sweden","YR2007","2007","262453",""
"SM.POP.NETM","SWE","Sweden","YR2002","2002","141723",""
"SM.POP.NETM","SWE","Sweden","YR1997","1997","58470",""
"SM.POP.NETM","SWE","Sweden","YR1992","1992","156460",""
"SM.POP.NETM","SWE","Sweden","YR1987","1987","134569",""
"SM.POP.NETM","SWE","Sweden","YR1982","1982","29799",""
"SM.POP.NETM","SWE","Sweden","YR1977","1977","88567",""
"SM.POP.NETM","SWE","Sweden","YR1972","1972","18798",""
"SM.POP.NETM","SWE","Sweden","YR1967","1967","130980",""
"SM.POP.NETM","SWE","Sweden","YR1962","1962","80351",""
"SM.POP.NETM","CHE","Switzerland","YR2012","2012","382267",""
"SM.POP.NETM","CHE","Switzerland","YR2007","2007","344872",""
"SM.POP.NETM","CHE","Switzerland","YR2002","2002","186125",""
"SM.POP.NETM","CHE","Switzerland","YR1997","1997","65218",""
"SM.POP.NETM","CHE","Switzerland","YR1992","1992","247406",""
"SM.POP.NETM","CHE","Switzerland","YR1987","1987","130857",""
"SM.POP.NETM","CHE","Switzerland","YR1982","1982","81040",""
"SM.POP.NETM","CHE","Switzerland","YR1977","1977","-135365",""
"SM.POP.NETM","CHE","Switzerland","YR1972","1972","25185",""
"SM.POP.NETM","CHE","Switzerland","YR1967","1967","92978",""
"SM.POP.NETM","CHE","Switzerland","YR1962","1962","276181",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR2012","2012","-4029996",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR2007","2007","370000",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR2002","2002","-379910",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1997","1997","-130000",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1992","1992","-70000",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1987","1987","-146501",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1982","1982","-87001",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1977","1977","-161672",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1972","1972","-81501",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1967","1967","-16000",""
"SM.POP.NETM","SYR","Syrian Arab Republic","YR1962","1962","-16000",""
"SM.POP.NETM","TJK","Tajikistan","YR2012","2012","-117382",""
"SM.POP.NETM","TJK","Tajikistan","YR2007","2007","-65435",""
"SM.POP.NETM","TJK","Tajikistan","YR2002","2002","-96542",""
"SM.POP.NETM","TJK","Tajikistan","YR1997","1997","-324793",""
"SM.POP.NETM","TJK","Tajikistan","YR1992","1992","-289263",""
"SM.POP.NETM","TJK","Tajikistan","YR1987","1987","-37962",""
"SM.POP.NETM","TJK","Tajikistan","YR1982","1982","-21870",""
"SM.POP.NETM","TJK","Tajikistan","YR1977","1977","-5749",""
"SM.POP.NETM","TJK","Tajikistan","YR1972","1972","28954",""
"SM.POP.NETM","TJK","Tajikistan","YR1967","1967","34640",""
"SM.POP.NETM","TJK","Tajikistan","YR1962","1962","77739",""
"SM.POP.NETM","TZA","Tanzania","YR2012","2012","-199999",""
"SM.POP.NETM","TZA","Tanzania","YR2007","2007","-265317",""
"SM.POP.NETM","TZA","Tanzania","YR2002","2002","-295952",""
"SM.POP.NETM","TZA","Tanzania","YR1997","1997","-205874",""
"SM.POP.NETM","TZA","Tanzania","YR1992","1992","591285",""
"SM.POP.NETM","TZA","Tanzania","YR1987","1987","68208",""
"SM.POP.NETM","TZA","Tanzania","YR1982","1982","37181",""
"SM.POP.NETM","TZA","Tanzania","YR1977","1977","-22250",""
"SM.POP.NETM","TZA","Tanzania","YR1972","1972","118989",""
"SM.POP.NETM","TZA","Tanzania","YR1967","1967","36024",""
"SM.POP.NETM","TZA","Tanzania","YR1962","1962","26997",""
"SM.POP.NETM","THA","Thailand","YR2012","2012","100000",""
"SM.POP.NETM","THA","Thailand","YR2007","2007","-858537",""
"SM.POP.NETM","THA","Thailand","YR2002","2002","1102862",""
"SM.POP.NETM","THA","Thailand","YR1997","1997","695804",""
"SM.POP.NETM","THA","Thailand","YR1992","1992","-807534",""
"SM.POP.NETM","THA","Thailand","YR1987","1987","513675",""
"SM.POP.NETM","THA","Thailand","YR1982","1982","341913",""
"SM.POP.NETM","THA","Thailand","YR1977","1977","287226",""
"SM.POP.NETM","THA","Thailand","YR1972","1972","402578",""
"SM.POP.NETM","THA","Thailand","YR1967","1967","0",""
"SM.POP.NETM","THA","Thailand","YR1962","1962","0",""
"SM.POP.NETM","TMP","Timor-Leste","YR2012","2012","-50004",""
"SM.POP.NETM","TMP","Timor-Leste","YR2007","2007","-104946",""
"SM.POP.NETM","TMP","Timor-Leste","YR2002","2002","12",""
"SM.POP.NETM","TMP","Timor-Leste","YR1997","1997","-156056",""
"SM.POP.NETM","TMP","Timor-Leste","YR1992","1992","-4186",""
"SM.POP.NETM","TMP","Timor-Leste","YR1987","1987","-4850",""
"SM.POP.NETM","TMP","Timor-Leste","YR1982","1982","10300",""
"SM.POP.NETM","TMP","Timor-Leste","YR1977","1977","-93784",""
"SM.POP.NETM","TMP","Timor-Leste","YR1972","1972","2242",""
"SM.POP.NETM","TMP","Timor-Leste","YR1967","1967","864",""
"SM.POP.NETM","TMP","Timor-Leste","YR1962","1962","670",""
"SM.POP.NETM","TGO","Togo","YR2012","2012","-9994",""
"SM.POP.NETM","TGO","Togo","YR2007","2007","-9994",""
"SM.POP.NETM","TGO","Togo","YR2002","2002","-9994",""
"SM.POP.NETM","TGO","Togo","YR1997","1997","-30000",""
"SM.POP.NETM","TGO","Togo","YR1992","1992","-95003",""
"SM.POP.NETM","TGO","Togo","YR1987","1987","-20000",""
"SM.POP.NETM","TGO","Togo","YR1982","1982","50001",""
"SM.POP.NETM","TGO","Togo","YR1977","1977","-100000",""
"SM.POP.NETM","TGO","Togo","YR1972","1972","-49999",""
"SM.POP.NETM","TGO","Togo","YR1967","1967","138923",""
"SM.POP.NETM","TGO","Togo","YR1962","1962","-77885",""
"SM.POP.NETM","TON","Tonga","YR2012","2012","-8078",""
"SM.POP.NETM","TON","Tonga","YR2007","2007","-8196",""
"SM.POP.NETM","TON","Tonga","YR2002","2002","-8129",""
"SM.POP.NETM","TON","Tonga","YR1997","1997","-8701",""
"SM.POP.NETM","TON","Tonga","YR1992","1992","-11082",""
"SM.POP.NETM","TON","Tonga","YR1987","1987","-10902",""
"SM.POP.NETM","TON","Tonga","YR1982","1982","-12542",""
"SM.POP.NETM","TON","Tonga","YR1977","1977","-7889",""
"SM.POP.NETM","TON","Tonga","YR1972","1972","-7635",""
"SM.POP.NETM","TON","Tonga","YR1967","1967","-3147",""
"SM.POP.NETM","TON","Tonga","YR1962","1962","103",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR2012","2012","-5000",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR2007","2007","-11303",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR2002","2002","-13159",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1997","1997","-32545",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1992","1992","-31973",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1987","1987","-45071",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1982","1982","-34278",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1977","1977","-30858",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1972","1972","-29357",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1967","1967","-61563",""
"SM.POP.NETM","TTO","Trinidad and Tobago","YR1962","1962","-57936",""
"SM.POP.NETM","TUN","Tunisia","YR2012","2012","-32941",""
"SM.POP.NETM","TUN","Tunisia","YR2007","2007","-32941",""
"SM.POP.NETM","TUN","Tunisia","YR2002","2002","-139045",""
"SM.POP.NETM","TUN","Tunisia","YR1997","1997","-36804",""
"SM.POP.NETM","TUN","Tunisia","YR1992","1992","140341",""
"SM.POP.NETM","TUN","Tunisia","YR1987","1987","48999",""
"SM.POP.NETM","TUN","Tunisia","YR1982","1982","85582",""
"SM.POP.NETM","TUN","Tunisia","YR1977","1977","-72068",""
"SM.POP.NETM","TUN","Tunisia","YR1972","1972","-97065",""
"SM.POP.NETM","TUN","Tunisia","YR1967","1967","-96523",""
"SM.POP.NETM","TUN","Tunisia","YR1962","1962","-142495",""
"SM.POP.NETM","TUR","Turkey","YR2012","2012","2000003",""
"SM.POP.NETM","TUR","Turkey","YR2007","2007","-50000",""
"SM.POP.NETM","TUR","Turkey","YR2002","2002","-100002",""
"SM.POP.NETM","TUR","Turkey","YR1997","1997","-149998",""
"SM.POP.NETM","TUR","Turkey","YR1992","1992","-200001",""
"SM.POP.NETM","TUR","Turkey","YR1987","1987","-150000",""
"SM.POP.NETM","TUR","Turkey","YR1982","1982","-77591",""
"SM.POP.NETM","TUR","Turkey","YR1977","1977","-367998",""
"SM.POP.NETM","TUR","Turkey","YR1972","1972","-314799",""
"SM.POP.NETM","TUR","Turkey","YR1967","1967","-319769",""
"SM.POP.NETM","TUR","Turkey","YR1962","1962","-259169",""
"SM.POP.NETM","TKM","Turkmenistan","YR2012","2012","-25001",""
"SM.POP.NETM","TKM","Turkmenistan","YR2007","2007","-57048",""
"SM.POP.NETM","TKM","Turkmenistan","YR2002","2002","-114454",""
"SM.POP.NETM","TKM","Turkmenistan","YR1997","1997","-60324",""
"SM.POP.NETM","TKM","Turkmenistan","YR1992","1992","43633",""
"SM.POP.NETM","TKM","Turkmenistan","YR1987","1987","-34319",""
"SM.POP.NETM","TKM","Turkmenistan","YR1982","1982","-25116",""
"SM.POP.NETM","TKM","Turkmenistan","YR1977","1977","16341",""
"SM.POP.NETM","TKM","Turkmenistan","YR1972","1972","31549",""
"SM.POP.NETM","TKM","Turkmenistan","YR1967","1967","36429",""
"SM.POP.NETM","TKM","Turkmenistan","YR1962","1962","36261",""
"SM.POP.NETM","UGA","Uganda","YR2012","2012","-150000",""
"SM.POP.NETM","UGA","Uganda","YR2007","2007","-135000",""
"SM.POP.NETM","UGA","Uganda","YR2002","2002","-5000",""
"SM.POP.NETM","UGA","Uganda","YR1997","1997","-45737",""
"SM.POP.NETM","UGA","Uganda","YR1992","1992","119995",""
"SM.POP.NETM","UGA","Uganda","YR1987","1987","233366",""
"SM.POP.NETM","UGA","Uganda","YR1982","1982","-115340",""
"SM.POP.NETM","UGA","Uganda","YR1977","1977","-166660",""
"SM.POP.NETM","UGA","Uganda","YR1972","1972","-240530",""
"SM.POP.NETM","UGA","Uganda","YR1967","1967","53330",""
"SM.POP.NETM","UGA","Uganda","YR1962","1962","125200",""
"SM.POP.NETM","UKR","Ukraine","YR2012","2012","195000",""
"SM.POP.NETM","UKR","Ukraine","YR2007","2007","235195",""
"SM.POP.NETM","UKR","Ukraine","YR2002","2002","-165445",""
"SM.POP.NETM","UKR","Ukraine","YR1997","1997","-462264",""
"SM.POP.NETM","UKR","Ukraine","YR1992","1992","74421",""
"SM.POP.NETM","UKR","Ukraine","YR1987","1987","0",""
"SM.POP.NETM","UKR","Ukraine","YR1982","1982","189092",""
"SM.POP.NETM","UKR","Ukraine","YR1977","1977","104383",""
"SM.POP.NETM","UKR","Ukraine","YR1972","1972","209851",""
"SM.POP.NETM","UKR","Ukraine","YR1967","1967","267629",""
"SM.POP.NETM","UKR","Ukraine","YR1962","1962","454164",""
"SM.POP.NETM","ARE","United Arab Emirates","YR2012","2012","405000",""
"SM.POP.NETM","ARE","United Arab Emirates","YR2007","2007","3493000",""
"SM.POP.NETM","ARE","United Arab Emirates","YR2002","2002","1180000",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1997","1997","484452",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1992","1992","326830",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1987","1987","260931",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1982","1982","175581",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1977","1977","391216",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1972","1972","245222",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1967","1967","53823",""
"SM.POP.NETM","ARE","United Arab Emirates","YR1962","1962","37882",""
"SM.POP.NETM","GBR","United Kingdom","YR2012","2012","900000",""
"SM.POP.NETM","GBR","United Kingdom","YR2007","2007","1523939",""
"SM.POP.NETM","GBR","United Kingdom","YR2002","2002","968350",""
"SM.POP.NETM","GBR","United Kingdom","YR1997","1997","498998",""
"SM.POP.NETM","GBR","United Kingdom","YR1992","1992","205443",""
"SM.POP.NETM","GBR","United Kingdom","YR1987","1987","98758",""
"SM.POP.NETM","GBR","United Kingdom","YR1982","1982","-97495",""
"SM.POP.NETM","GBR","United Kingdom","YR1977","1977","39119",""
"SM.POP.NETM","GBR","United Kingdom","YR1972","1972","106415",""
"SM.POP.NETM","GBR","United Kingdom","YR1967","1967","-84853",""
"SM.POP.NETM","GBR","United Kingdom","YR1962","1962","142563",""
"SM.POP.NETM","USA","United States","YR2012","2012","5007887",""
"SM.POP.NETM","USA","United States","YR2007","2007","5070253",""
"SM.POP.NETM","USA","United States","YR2002","2002","5149157",""
"SM.POP.NETM","USA","United States","YR1997","1997","8692337",""
"SM.POP.NETM","USA","United States","YR1992","1992","4568941",""
"SM.POP.NETM","USA","United States","YR1987","1987","3686097",""
"SM.POP.NETM","USA","United States","YR1982","1982","3279260",""
"SM.POP.NETM","USA","United States","YR1977","1977","3872811",""
"SM.POP.NETM","USA","United States","YR1972","1972","2840495",""
"SM.POP.NETM","USA","United States","YR1967","1967","1495165",""
"SM.POP.NETM","USA","United States","YR1962","1962","958657",""
"SM.POP.NETM","UMC","Upper middle income","YR2012","2012","1549768",""
"SM.POP.NETM","UMC","Upper middle income","YR2007","2007","-3082022",""
"SM.POP.NETM","UMC","Upper middle income","YR2002","2002","-3552469",""
"SM.POP.NETM","UMC","Upper middle income","YR1997","1997","-3565022",""
"SM.POP.NETM","UMC","Upper middle income","YR1992","1992","-6586993",""
"SM.POP.NETM","UMC","Upper middle income","YR1987","1987","-2069215",""
"SM.POP.NETM","UMC","Upper middle income","YR1982","1982","143271",""
"SM.POP.NETM","UMC","Upper middle income","YR1977","1977","-3085708",""
"SM.POP.NETM","UMC","Upper middle income","YR1972","1972","-3241026",""
"SM.POP.NETM","UMC","Upper middle income","YR1967","1967","-2173194",""
"SM.POP.NETM","UMC","Upper middle income","YR1962","1962","-3415868",""
"SM.POP.NETM","URY","Uruguay","YR2012","2012","-30000",""
"SM.POP.NETM","URY","Uruguay","YR2007","2007","-50000",""
"SM.POP.NETM","URY","Uruguay","YR2002","2002","-104000",""
"SM.POP.NETM","URY","Uruguay","YR1997","1997","-26000",""
"SM.POP.NETM","URY","Uruguay","YR1992","1992","-20000",""
"SM.POP.NETM","URY","Uruguay","YR1987","1987","-30000",""
"SM.POP.NETM","URY","Uruguay","YR1982","1982","-30000",""
"SM.POP.NETM","URY","Uruguay","YR1977","1977","-60000",""
"SM.POP.NETM","URY","Uruguay","YR1972","1972","-136000",""
"SM.POP.NETM","URY","Uruguay","YR1967","1967","-34000",""
"SM.POP.NETM","URY","Uruguay","YR1962","1962","-6000",""
"SM.POP.NETM","UZB","Uzbekistan","YR2012","2012","-195001",""
"SM.POP.NETM","UZB","Uzbekistan","YR2007","2007","-290000",""
"SM.POP.NETM","UZB","Uzbekistan","YR2002","2002","-449997",""
"SM.POP.NETM","UZB","Uzbekistan","YR1997","1997","-290000",""
"SM.POP.NETM","UZB","Uzbekistan","YR1992","1992","-400002",""
"SM.POP.NETM","UZB","Uzbekistan","YR1987","1987","-388436",""
"SM.POP.NETM","UZB","Uzbekistan","YR1982","1982","-114387",""
"SM.POP.NETM","UZB","Uzbekistan","YR1977","1977","78675",""
"SM.POP.NETM","UZB","Uzbekistan","YR1972","1972","444273",""
"SM.POP.NETM","UZB","Uzbekistan","YR1967","1967","444080",""
"SM.POP.NETM","UZB","Uzbekistan","YR1962","1962","308297",""
"SM.POP.NETM","VUT","Vanuatu","YR2012","2012","603",""
"SM.POP.NETM","VUT","Vanuatu","YR2007","2007","1135",""
"SM.POP.NETM","VUT","Vanuatu","YR2002","2002","-502",""
"SM.POP.NETM","VUT","Vanuatu","YR1997","1997","-7087",""
"SM.POP.NETM","VUT","Vanuatu","YR1992","1992","-295",""
"SM.POP.NETM","VUT","Vanuatu","YR1987","1987","-2801",""
"SM.POP.NETM","VUT","Vanuatu","YR1982","1982","-3312",""
"SM.POP.NETM","VUT","Vanuatu","YR1977","1977","245",""
"SM.POP.NETM","VUT","Vanuatu","YR1972","1972","1439",""
"SM.POP.NETM","VUT","Vanuatu","YR1967","1967","-506",""
"SM.POP.NETM","VUT","Vanuatu","YR1962","1962","67",""
"SM.POP.NETM","VEN","Venezuela, RB","YR2012","2012","-69121",""
"SM.POP.NETM","VEN","Venezuela, RB","YR2007","2007","-28395",""
"SM.POP.NETM","VEN","Venezuela, RB","YR2002","2002","-7648",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1997","1997","-2061",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1992","1992","-572",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1987","1987","891",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1982","1982","1373",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1977","1977","1094",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1972","1972","892",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1967","1967","3172",""
"SM.POP.NETM","VEN","Venezuela, RB","YR1962","1962","18874",""
"SM.POP.NETM","VNM","Vietnam","YR2012","2012","-200002",""
"SM.POP.NETM","VNM","Vietnam","YR2007","2007","-877681",""
"SM.POP.NETM","VNM","Vietnam","YR2002","2002","-772336",""
"SM.POP.NETM","VNM","Vietnam","YR1997","1997","-216001",""
"SM.POP.NETM","VNM","Vietnam","YR1992","1992","-394236",""
"SM.POP.NETM","VNM","Vietnam","YR1987","1987","-332327",""
"SM.POP.NETM","VNM","Vietnam","YR1982","1982","-324942",""
"SM.POP.NETM","VNM","Vietnam","YR1977","1977","-813123",""
"SM.POP.NETM","VNM","Vietnam","YR1972","1972","0",""
"SM.POP.NETM","VNM","Vietnam","YR1967","1967","0",""
"SM.POP.NETM","VNM","Vietnam","YR1962","1962","0",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR2012","2012","-3604",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR2007","2007","-6191",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR2002","2002","-5272",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1997","1997","-3936",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1992","1992","-4618",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1987","1987","-11156",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1982","1982","-3492",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1977","1977","1961",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1972","1972","9407",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1967","1967","3245",""
"SM.POP.NETM","VIR","Virgin Islands (U.S.)","YR1962","1962","10270",""
"SM.POP.NETM","WBG","West Bank and Gaza","YR2012","2012","-43750",""
"SM.POP.NETM","WBG","West Bank and Gaza","YR2007","2007","-90000",""
"SM.POP.NETM","WBG","West Bank and Gaza","YR2002","2002","-190000",""
"SM.POP.NETM","WBG","West Bank and Gaza","YR1997","1997","70000",""
"SM.POP.NETM","WBG","West Bank and Gaza","YR1992","1992","35000",""
"SM.POP.NETM","WLD","World","YR2012","2012","0",""
"SM.POP.NETM","WLD","World","YR2007","2007","0",""
"SM.POP.NETM","WLD","World","YR2002","2002","0",""
"SM.POP.NETM","WLD","World","YR1997","1997","0",""
"SM.POP.NETM","WLD","World","YR1992","1992","0",""
"SM.POP.NETM","WLD","World","YR1987","1987","0",""
"SM.POP.NETM","WLD","World","YR1982","1982","0",""
"SM.POP.NETM","WLD","World","YR1977","1977","0",""
"SM.POP.NETM","WLD","World","YR1972","1972","0",""
"SM.POP.NETM","WLD","World","YR1967","1967","0",""
"SM.POP.NETM","WLD","World","YR1962","1962","0",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR2012","2012","-50000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR2007","2007","0",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR2002","2002","-100000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1997","1997","-100000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1992","1992","672800",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1987","1987","-50000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1982","1982","-50000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1977","1977","-75000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1972","1972","-353000",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1967","1967","-245662",""
"SM.POP.NETM","YEM","Yemen, Rep.","YR1962","1962","-100000",""
"SM.POP.NETM","ZMB","Zambia","YR2012","2012","-34490",""
"SM.POP.NETM","ZMB","Zambia","YR2007","2007","-124044",""
"SM.POP.NETM","ZMB","Zambia","YR2002","2002","-93014",""
"SM.POP.NETM","ZMB","Zambia","YR1997","1997","79445",""
"SM.POP.NETM","ZMB","Zambia","YR1992","1992","-22952",""
"SM.POP.NETM","ZMB","Zambia","YR1987","1987","2822",""
"SM.POP.NETM","ZMB","Zambia","YR1982","1982","58483",""
"SM.POP.NETM","ZMB","Zambia","YR1977","1977","17573",""
"SM.POP.NETM","ZMB","Zambia","YR1972","1972","26662",""
"SM.POP.NETM","ZMB","Zambia","YR1967","1967","-4245",""
"SM.POP.NETM","ZMB","Zambia","YR1962","1962","2500",""
"SM.POP.NETM","ZWE","Zimbabwe","YR2012","2012","-219922",""
"SM.POP.NETM","ZWE","Zimbabwe","YR2007","2007","-307650",""
"SM.POP.NETM","ZWE","Zimbabwe","YR2002","2002","-395554",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1997","1997","-200000",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1992","1992","-191803",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1987","1987","120505",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1982","1982","141524",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1977","1977","-101516",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1972","1972","-30360",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1967","1967","-27996",""
"SM.POP.NETM","ZWE","Zimbabwe","YR1962","1962","-10001",""

